Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
ACWX,iShares MSCI ACWI ex US Index Fund,39.51,1129986000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,46.22,2985812000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,56.42,1906996000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
EMFN,iShares MSCI Emerging Markets Financials Sector Index Fund,24.3651,4873020,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emfn
EMMT,iShares MSCI Emerging Markets Materials Sector Index Fund,19.29,6751500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emmt
EUFN,iShares MSCI Europe Financials Sector Index Fund,18.1,29865000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn
FEFN,iShares MSCI Far East Financials Sector Index Fund,24.7,1235000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fefn
IBB,iShares NASDAQ Biotechnology Index Fund,136.53,2047950000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,32.34,124509000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif
ICLN,iShares S&P Global Clean Energy Index Fund,6.42,23754000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln
NUCL,iShares S&P Global Nuclear Index Fund,30.1,8428000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nucl
WOOD,iShares S&P Global Timber &Forestry Index Fund,41.176,187762560,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood
INDY,iShares S&P India Nifty 50 Index Fund,23.37,331854000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indy
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,96.4548,183264120,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,101.24,344216000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov
GNMA,iShares Trust iShares Barclays GNMA Bond Fund,50.78,10156000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
AXJS,iShares Trust iShares MSCI All Country Asia ex Japan Small Cap,56.48,2824000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axjs
AAIT,iShares Trust iShares MSCI All Country Asia Information Techno,27.24,1362000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aait
EEML,iShares Trust iShares MSCI Emerging Markets Latin America Inde,48.65,4865000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eeml
EEMA,"iShares, Inc. iShares MSCI Emerging Markets Asia Index Fund",53.25,21300000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema
EMDI,"iShares, Inc. iShares MSCI Emerging Markets Consumer Discrecti",50.85,2542500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emdi
EEME,"iShares, Inc. iShares MSCI Emerging Markets EMEA Index Fund",52.416,10483200,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eeme
EMEY,"iShares, Inc. iShares MSCI Emerging Markets Energy Sector Capp",40.7599,2037995,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emey
EGRW,"iShares, Inc. iShares MSCI Emerging Markets Growth Index Fund",53.86,2693000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/egrw
EVAL,"iShares, Inc. iShares MSCI Emerging Markets Value Index Fund",47.3699,7105485,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eval
ISIS,"Isis Pharmaceuticals, Inc.",8.78,888631069.84,n/a,1991,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/isis
ISLE,"Isle of Capri Casinos, Inc.",5.51,216614161.65,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/isle
ISRL,"Isramco, Inc.",97.18,264105211.38,n/a,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl
ITRI,"Itron, Inc.",41.25,1617254306.25,n/a,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,12.762,299593450.422,n/a,1984,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/itrn
IVAN,"Ivanhoe Energy, Inc.",0.509,175166968.852,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ivan
XXIA,Ixia,14.37,1054295975.76,n/a,2000,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/xxia
IXYS,IXYS Corporation,8.43,262853064.96,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys
JJSF,J & J Snack Foods Corp.,61.13,1156400733.62,n/a,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf
MAYS,"J. W. Mays, Inc.",22.05,44447949,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/mays
JBHT,"J.B. Hunt Transport Services, Inc.",59.18,6998514772.26,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht
JCOM,"j2 Global, Inc.",29.04,1331977476.72,n/a,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
JASO,"JA Solar Holdings, Co., Ltd.",0.6093,123223800.4551,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso
JKHY,"Jack Henry & Associates, Inc.",38.39,3304348765.96,n/a,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,27.02,1204527687.3,n/a,1996,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack
JXSB,Jacksonville Bancorp Inc.,17.2501,32922781.8556,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb
JAXB,"Jacksonville Bancorp, Inc.",0.8556,5040236.928,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jaxb
JAKK,"JAKKS Pacific, Inc.",12.04,265100428.32,n/a,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk
JMBA,"Jamba, Inc.",1.98,153120308.22,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jmba
JRCC,James River Coal Company,2.4,86130266.4,n/a,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/jrcc
JAZZ,Jazz Pharmaceuticals plc,52.02,3011343123.6,n/a,2007,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz
JDAS,"JDA Software Group, Inc.",44.66,1925010214.82,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/jdas
JDSU,JDS Uniphase Corporation,11.23,2584007951.8,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/jdsu
JFBI,"Jefferson Bancshares, Inc.",2.6,17237357.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jfbi
JBLU,JetBlue Airways Corporation,5.06,1438548588.4,n/a,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu
